Hour;EOM_price;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;PROD_Biomass;PROD_SPP_lignite;PROD_Solar;PROD_ICE;PROD_WindOffshore;PROD_WindOnshore;PROD_Nuclear;PROD_CCGT_old;PROD_CCGT_new;PROD_SPP_coal;PROD_OCGT
29.0;3.1292595069259317;-0.007830295355274321;-0.0001349999999976906;-0.0003499999990482564;0.0;0.0;1.5840144399999998e-5;0.0;0.00915623999982;0.04847547012034001;0.0;0.0;0.0;0.0;0.0
30.0;3.2058102703753133;-0.007830295355274321;-0.0001349999999976898;-0.0003499999990482564;0.0;0.0;1.5840144399999998e-5;0.0;0.009438120011052;0.050644535782000004;0.0;0.0;0.0;0.0;0.0
31.0;3.4030189318368143;-0.007830295355274321;-0.00013499999999768789;-0.0003499999990482564;0.0;0.0;2.3760216600000003e-5;0.0;0.009457559997804;0.05345172105133;0.0;0.0;0.0;0.0;0.0
32.0;3.6495559557039843;-0.007830295355274321;-0.0001349999999976855;-0.0003499999990482564;0.0;0.0;0.00043956395168000007;0.0;0.00950130000612;0.05528777668141001;0.0;0.0;0.0;0.0;0.0
33.0;3.7407047238462106;-0.007830295355274321;-0.00013499999999768455;-0.0003499999990482564;0.0;0.0;0.00236612132036;0.0;0.009497249991936;0.0562751067766;0.0;0.0;0.0;0.0;0.0
34.0;3.7533136710566497;-0.007830295355274321;-0.00013499999999768442;-0.0003499999990482564;0.0;0.0;0.0069023423126800005;0.0;0.009523170003924;0.05598979792264001;0.0;0.0;0.0;0.0;0.0
35.0;3.7322997220795155;-0.007830295355274321;-0.00013499999999768466;-0.0003499999990482564;0.0;0.0;0.012979017181640002;0.0;0.009515070000972;0.05577019141238001;0.0;0.0;0.0;0.0;0.0
36.0;3.724959324840584;-0.007830295355274321;-0.0001349999999976847;-0.0003499999990482564;0.0;0.0;0.017999352379359998;0.0;0.009349019991288;0.05633000832173;0.0;0.0;0.0;0.0;0.0
37.0;3.674813098609427;-0.007830295355274321;-0.00013499999999768518;-0.0003499999990482564;0.0;0.0;0.0211693609726;0.0;0.009282600002664001;0.05700502880306;0.0;0.0;0.0;0.0;0.0
38.0;3.633443220577218;-0.007830295355274321;-0.00013499999999768558;-0.0003499999990482564;0.0;0.0;0.02054268535676;0.0;0.008988569999712;0.057637747929010004;0.0;0.0;0.0;0.0;0.0
39.0;3.626246717653644;-0.007830295355274321;-0.00013499999999768564;-0.0003499999990482564;0.0;0.0;0.01728555596932;0.0;0.008474220002880001;0.05784835435084001;0.0;0.0;0.0;0.0;0.0
40.0;3.6340005633464947;-0.007830295355274321;-0.00013499999999768558;-0.0003499999990482564;0.0;0.0;0.01200979841544;0.0;0.00846126000324;0.056217504825740006;0.0;0.0;0.0;0.0;0.0
41.0;3.654769241530996;-0.007830295355274321;-0.00013499999999768542;-0.0003499999990482564;0.0;0.0;0.0062142860541600006;0.0;0.008819279996472;0.05537327941750001;0.0;0.0;0.0;0.0;0.0
42.0;3.696608624738497;-0.007830295355274321;-0.000134999999997685;-0.0003499999990482564;0.0;0.0;0.00194833753952;0.0;0.008852490003492001;0.05385493322352001;0.0;0.0;0.0;0.0;0.0
43.0;3.7119221964304705;-0.007830295355274321;-0.00013499999999768485;-0.0003499999990482564;0.0;0.0;0.00022869207092000003;0.0;0.008899469992656001;0.054656857606120005;0.0;0.0;0.0;0.0;0.0
44.0;3.6768199465980063;-0.007830295355274321;-0.0001349999999976852;-0.0003499999990482564;0.0;0.0;5.54405054e-5;0.0;0.008676720000432;0.05496646697912;0.0;0.0;0.0;0.0;0.0
45.0;3.5801856902055245;-0.007830295355274321;-0.00013499999999768615;-0.0003499999990482564;0.0;0.0;3.069037676e-5;0.0;0.008127539993448;0.05631020776447001;0.0;0.0;0.0;0.0;0.0
46.0;3.4397345231216687;-0.007830295355274321;-0.00013499999999768753;-0.0003499999990482564;0.0;0.0;2.475012864e-5;0.0;0.007290000000828001;0.058065260949980005;0.0;0.0;0.0;0.0;0.0
47.0;3.3400594297704576;-0.007830295355274321;-0.0001349999999976885;-0.0003499999990482564;0.0;0.0;1.683027812e-5;0.0;0.006070950001332;0.0574946435718;0.0;0.0;0.0;0.0;0.0
48.0;3.2332684662178286;-0.007830295355274321;-0.00013499999999768954;-0.0003499999990482564;0.0;0.0;1.7820190160000002e-5;0.0;0.005103809999603999;0.05753964500317;0.0;0.0;0.0;0.0;0.0
49.0;3.3418035599816793;-0.01190455036602246;-0.00013499999999613658;-0.0003499999981261584;0.0;0.0;0.00054054484452;0.0;0.0053694900049319995;0.029227486371109997;0.0;0.0;0.0;0.0;0.0
50.0;3.2726322146192226;-0.01190455036602246;-0.00013499999999613772;-0.0003499999981261584;0.0;0.0;0.00042174387236;0.0;0.005635169997552001;0.02867306961374;0.0;0.0;0.0;0.0;0.0
51.0;3.257622847942258;-0.01190455036602246;-0.00013499999999613797;-0.0003499999981261584;0.0;0.0;0.00032076297952;0.0;0.0055549800013680005;0.02819605503475;0.0;0.0;0.0;0.0;0.0
52.0;3.255860543093912;-0.01190455036602246;-0.000134999999996138;-0.0003499999981261584;0.0;0.0;0.00021285192652;0.0;0.005687820004032001;0.027671339278140004;0.0;0.0;0.0;0.0;0.0
53.0;3.276049695690544;-0.01190455036602246;-0.00013499999999613767;-0.0003499999981261584;0.0;0.0;9.108077488000001e-5;0.0;0.005587380000467999;0.028107852552410002;0.0;0.0;0.0;0.0;0.0
54.0;3.375703992110159;-0.01190455036602246;-0.00013499999999613604;-0.0003499999981261584;0.0;0.0;7.821080996e-5;0.0;0.00542537999226;0.02835536001277;0.0;0.0;0.0;0.0;0.0
55.0;3.558240598312029;-0.01190455036602246;-0.00013499999999613303;-0.0003499999981261584;0.0;0.0;0.0011553405183200001;0.0;0.005217210002808;0.02817715450282;0.0;0.0;0.0;0.0;0.0
56.0;3.6838650604874443;-0.01190455036602246;-0.00013499999999613094;-0.0003499999981261584;0.0;0.0;0.007951751823760001;0.0;0.005070599992584;0.027832444141949998;0.0;0.0;0.0;0.0;0.0
57.0;3.7042553340115814;-0.01190455036602246;-0.0001349999999961306;-0.0003499999981261584;0.0;0.0;0.02393049588008;0.0;0.004787100003635999;0.026747911146249997;0.0;0.0;0.0;0.0;0.0
58.0;3.6589418929577966;-0.01190455036602246;-0.0001349999999961313;-0.0003499999981261584;0.0;0.0;0.04089528898072001;0.0;0.00458783999964;0.02438983967068;0.0;0.0;0.0;0.0;0.0
59.0;3.524749925993972;-0.01190455036602246;-0.00013499999999613347;-0.0003499999981261584;0.0;0.0;0.054187148848;0.0;0.004395870003384;0.0246490476252;0.0;0.0;0.0;0.0;0.0
60.0;3.4389447057870437;-0.01190455036602246;-0.00013499999999613482;-0.0003499999981261584;0.0;0.0;0.06281705681232;0.0;0.004579739996688;0.02552117398354;0.0;0.0;0.0;0.0;0.0
61.0;3.40957392470192;-0.01190455036602246;-0.00013499999999613534;-0.0003499999981261584;0.0;0.0;0.06645335953164;0.0;0.004433129999172;0.02752103471829;0.0;0.0;0.0;0.0;0.0
62.0;3.373487810386008;-0.01190455036602246;-0.00013499999999613588;-0.0003499999981261584;0.0;0.0;0.06599003536336;0.0;0.004646969993232;0.02917078461045;0.0;0.0;0.0;0.0;0.0
63.0;3.350965674276559;-0.01190455036602246;-0.00013499999999613628;-0.0003499999981261584;0.0;0.0;0.06088158923772;0.0;0.0048470400051480005;0.029917807283050005;0.0;0.0;0.0;0.0;0.0
64.0;3.3788613114069634;-0.01190455036602246;-0.00013499999999613582;-0.0003499999981261584;0.0;0.0;0.05123494229568001;0.0;0.004706909994743999;0.029932207853200003;0.0;0.0;0.0;0.0;0.0
65.0;3.473434601558745;-0.01190455036602246;-0.00013499999999613433;-0.0003499999981261584;0.0;0.0;0.036193736605920006;0.0;0.004419359991612;0.028961078378819997;0.0;0.0;0.0;0.0;0.0
66.0;3.635536152918723;-0.01190455036602246;-0.00013499999999613173;-0.0003499999981261584;0.0;0.0;0.018918080643720005;0.0;0.00428165999226;0.026854114300060003;0.0;0.0;0.0;0.0;0.0
67.0;3.7628697467587156;-0.01190455036602246;-0.00013499999999612967;-0.0003499999981261584;0.0;0.0;0.0054856395226;0.0;0.00456840000018;0.025269166396530006;0.0;0.0;0.0;0.0;0.0
68.0;3.8257986809722886;-0.01190455036602246;-0.00013499999999612861;-0.0003499999981261584;0.0;0.0;0.00110088992496;0.0;0.004619430003528001;0.02561297673207;0.0;0.0;0.0;0.0;0.0
69.0;3.79268766036643;-0.01190455036602246;-0.00013499999999612916;-0.0003499999981261584;0.0;0.0;0.0005573751226400001;0.0;0.0038369699903159997;0.02633659874609;0.0;0.0;0.0;0.0;0.0
70.0;3.7237732198491535;-0.01190455036602246;-0.00013499999999613032;-0.0003499999981261584;0.0;0.0;0.0005791552934800001;0.0;0.003369600008064;0.026516604141830002;0.0;0.0;0.0;0.0;0.0
71.0;3.6293110218471356;-0.01190455036602246;-0.0001349999999961319;-0.0003499999981261584;0.0;0.0;0.0005791552934800001;0.0;0.0029305800107280004;0.02666330860036;0.0;0.0;0.0;0.0;0.0
72.0;3.523553439868092;-0.01190455036602246;-0.0001349999999961336;-0.0003499999981261584;0.0;0.0;0.00056628510688;0.0;0.002323079992656;0.02686941489554;0.0;0.0;0.0;0.0;0.0
73.0;2.3953476128065927;-0.008136770436929936;-0.00013499999999759231;-0.0003499999989903886;0.0;0.0;0.00041580373508000003;0.0;0.0028228499994240003;0.02492535589612;0.0;0.0;0.0;0.0;0.0
74.0;2.3765216344137468;-0.008136770436929936;-0.00013499999999759248;-0.0003499999989903886;0.0;0.0;0.00023166202872000003;0.0;0.003043169993304;0.02335840833432;0.0;0.0;0.0;0.0;0.0
75.0;2.3602044363566987;-0.008136770436929936;-0.00013499999999759264;-0.0003499999989903886;0.0;0.0;0.00012870109012;0.0;0.002978370007812;0.02214247164044;0.0;0.0;0.0;0.0;0.0
76.0;2.3408196645085826;-0.008136770436929936;-0.00013499999999759286;-0.0003499999989903886;0.0;0.0;4.752043320000001e-5;0.0;0.0031962599906400005;0.02095443556692;0.0;0.0;0.0;0.0;0.0
77.0;2.33041030211131;-0.008136770436929936;-0.00013499999999759294;-0.0003499999989903886;0.0;0.0;3.9600361e-5;0.0;0.003451409994672;0.021847262507849997;0.0;0.0;0.0;0.0;0.0
78.0;2.3405775359041567;-0.008136770436929936;-0.00013499999999759286;-0.0003499999989903886;0.0;0.0;0.0010404994160000001;0.0;0.0034991999917560004;0.02160425517414;0.0;0.0;0.0;0.0;0.0
79.0;2.349826452911648;-0.008136770436929936;-0.00013499999999759275;-0.0003499999989903886;0.0;0.0;0.00516982665748;0.0;0.003361499992404;0.021309046206420004;0.0;0.0;0.0;0.0;0.0
80.0;2.363874675684693;-0.008136770436929936;-0.0001349999999975926;-0.0003499999989903886;0.0;0.0;0.015794602460800004;0.0;0.0032100299982;0.02068532733377;0.0;0.0;0.0;0.0;0.0
81.0;2.372198151355945;-0.008136770436929936;-0.0001349999999975925;-0.0003499999989903886;0.0;0.0;0.02945375571792;0.0;0.0030196800050760002;0.020822131513670003;0.0;0.0;0.0;0.0;0.0
82.0;2.3814937231543305;-0.008136770436929936;-0.00013499999999759237;-0.0003499999989903886;0.0;0.0;0.040862618779880004;0.0;0.0027677699946000002;0.021036338036820004;0.0;0.0;0.0;0.0;0.0
83.0;2.3969672677331273;-0.008136770436929936;-0.0001349999999975922;-0.0003499999989903886;0.0;0.0;0.046359148332480005;0.0;0.003014820008388;0.02198226663709;0.0;0.0;0.0;0.0;0.0
84.0;2.4092129178099317;-0.008136770436929936;-0.0001349999999975921;-0.0003499999989903886;0.0;0.0;0.04859755847476;0.0;0.0030391200045360002;0.0231460020267;0.0;0.0;0.0;0.0;0.0
85.0;2.364366752479623;-0.008136770436929936;-0.00013499999999759253;-0.0003499999989903886;0.0;0.0;0.05008554191464;0.0;0.0030302100063720003;0.02529256705511;0.0;0.0;0.0;0.0;0.0
86.0;2.311586541240405;-0.008136770436929936;-0.00013499999999759305;-0.0003499999989903886;0.0;0.0;0.050054851648720006;0.0;0.0027969300001440003;0.02738963069037;0.0;0.0;0.0;0.0;0.0
87.0;2.2816528807728678;-0.008136770436929936;-0.00013499999999759334;-0.0003499999989903886;0.0;0.0;0.047396677569000005;0.0;0.003205980009432;0.029270687586950006;0.0;0.0;0.0;0.0;0.0
88.0;2.280747305814463;-0.008136770436929936;-0.00013499999999759337;-0.0003499999989903886;0.0;0.0;0.04176154680832;0.0;0.003198690001692;0.031523455934040004;0.0;0.0;0.0;0.0;0.0
89.0;2.3383099770484317;-0.008136770436929936;-0.0001349999999975928;-0.0003499999989903886;0.0;0.0;0.03245150287936;0.0;0.0033849900060480003;0.03208057293227;0.0;0.0;0.0;0.0;0.0
90.0;2.432304714756632;-0.008136770436929936;-0.00013499999999759188;-0.0003499999989903886;0.0;0.0;0.021702975767800003;0.0;0.0032375700006119995;0.03360521913869;0.0;0.0;0.0;0.0;0.0
91.0;2.511401080110257;-0.008136770436929936;-0.0001349999999975911;-0.0003499999989903886;0.0;0.0;0.010438654162040002;0.0;0.002766959999388;0.033318110398940004;0.0;0.0;0.0;0.0;0.0
92.0;2.6044442389274174;-0.008136770436929936;-0.00013499999999759017;-0.0003499999989903886;0.0;0.0;0.00273440473308;0.0;0.0031670999978039996;0.032492785522630005;0.0;0.0;0.0;0.0;0.0
93.0;2.6119908934332576;-0.008136770436929936;-0.0001349999999975901;-0.0003499999989903886;0.0;0.0;0.00087219796488;0.0;0.002787210006768;0.03241628303984;0.0;0.0;0.0;0.0;0.0
94.0;2.605109962454809;-0.008136770436929936;-0.00013499999999759017;-0.0003499999989903886;0.0;0.0;0.0006633060190399999;0.0;0.002740230004896;0.03219847658024;0.0;0.0;0.0;0.0;0.0
95.0;2.569359864481329;-0.008136770436929936;-0.00013499999999759053;-0.0003499999989903886;0.0;0.0;0.00066429604192;0.0;0.00291113999856;0.03268359122233;0.0;0.0;0.0;0.0;0.0
96.0;2.507991318881372;-0.008136770436929936;-0.00013499999999759115;-0.0003499999989903886;0.0;0.0;0.0006633060190399999;0.0;0.003070709995716;0.03256658759968999;0.0;0.0;0.0;0.0;0.0
97.0;2.748103460086945;-0.00761416458028591;-0.00013499999999776795;-0.00034999999908790115;0.0;0.0;0.0006217257231200001;0.0;0.000570239996868;0.02172665894876;0.0;0.0;0.0;0.0;0.0
98.0;2.679407980234812;-0.00761416458028591;-0.00013499999999776858;-0.00034999999908790115;0.0;0.0;0.0005474750046800002;0.0;0.000568620006444;0.021598855022160003;0.0;0.0;0.0;0.0;0.0
99.0;2.6412814002960174;-0.00761416458028591;-0.00013499999999776893;-0.00034999999908790115;0.0;0.0;0.00045936407676;0.0;0.000808379999784;0.02160785527546;0.0;0.0;0.0;0.0;0.0
100.0;2.6493306233665916;-0.00761416458028591;-0.00013499999999776888;-0.00034999999908790115;0.0;0.0;0.00040491370508000005;0.0;0.0013616100082440002;0.02168705766937;0.0;0.0;0.0;0.0;0.0
101.0;2.7091075162412075;-0.00761416458028591;-0.0001349999999977683;-0.00034999999908790115;0.0;0.0;0.0008256674437200001;0.0;0.0015211800054;0.021581754540890005;0.0;0.0;0.0;0.0;0.0
102.0;2.8440941860626596;-0.00761416458028591;-0.00013499999999776703;-0.00034999999908790115;0.0;0.0;0.0038194544028;0.0;0.0017479799991;0.020295615376659998;0.0;0.0;0.0;0.0;0.0
103.0;2.8923292914194705;-0.00761416458028591;-0.00013499999999776657;-0.00034999999908790115;0.0;0.0;0.0126008337618;0.0;0.002064689995068;0.01792854364779;0.0;0.0;0.0;0.0;0.0
104.0;2.972363651225192;-0.00761416458028591;-0.00013499999999776579;-0.00034999999908790115;0.0;0.0;0.02773708031796;0.0;0.002211299992584;0.01667390569985;0.0;0.0;0.0;0.0;0.0
105.0;2.957524426640732;-0.00761416458028591;-0.0001349999999977659;-0.00034999999908790115;0.0;0.0;0.044964225713240005;0.0;0.0023538600013319998;0.01632919533898;0.0;0.0;0.0;0.0;0.0
106.0;2.933870200860188;-0.00761416458028591;-0.00013499999999776608;-0.00034999999908790115;0.0;0.0;0.059965831042000005;0.0;0.002465640001404;0.01721482207727;0.0;0.0;0.0;0.0;0.0
107.0;2.928323354639939;-0.00761416458028591;-0.00013499999999776614;-0.00034999999908790115;0.0;0.0;0.069164994071;0.0;0.002695680001368;0.01860716423044;0.0;0.0;0.0;0.0;0.0
108.0;2.9028302415611402;-0.00761416458028591;-0.00013499999999776636;-0.00034999999908790115;0.0;0.0;0.07173208715416;0.0;0.0028884600055440004;0.01995000499046;0.0;0.0;0.0;0.0;0.0
109.0;2.8727625114073096;-0.00761416458028591;-0.00013499999999776665;-0.00034999999908790115;0.0;0.0;0.07107670120732;0.0;0.0029087100002160005;0.021005737010730004;0.0;0.0;0.0;0.0;0.0
110.0;2.8674707287736374;-0.00761416458028591;-0.0001349999999977667;-0.00034999999908790115;0.0;0.0;0.06789580258408;0.0;0.0029240999982;0.02334130785305;0.0;0.0;0.0;0.0;0.0
111.0;2.862456451485937;-0.00761416458028591;-0.00013499999999776673;-0.00034999999908790115;0.0;0.0;0.062350762575399996;0.0;0.0033785100062280003;0.02515396282455;0.0;0.0;0.0;0.0;0.0
112.0;2.867152990538757;-0.00761416458028591;-0.00013499999999776673;-0.00034999999908790115;0.0;0.0;0.05372679474836001;0.0;0.004143150010404;0.02691441616204;0.0;0.0;0.0;0.0;0.0
113.0;2.917475215577105;-0.00761416458028591;-0.00013499999999776625;-0.00034999999908790115;0.0;0.0;0.04130911278088;0.0;0.004114800000072;0.02806465100683;0.0;0.0;0.0;0.0;0.0
114.0;2.9716078270192945;-0.00761416458028591;-0.00013499999999776576;-0.00034999999908790115;0.0;0.0;0.02914487301296;0.0;0.003966569999424001;0.029138383698570004;0.0;0.0;0.0;0.0;0.0
115.0;2.997642576463457;-0.00761416458028591;-0.00013499999999776554;-0.00034999999908790115;0.0;0.0;0.016169815812;0.0;0.0038191500066960004;0.02988720642183;0.0;0.0;0.0;0.0;0.0
116.0;3.0108324861237303;-0.00761416458028591;-0.00013499999999776546;-0.00034999999908790115;0.0;0.0;0.006388527642560001;0.0;0.0040491899939520005;0.02629069728939;0.0;0.0;0.0;0.0;0.0
117.0;2.993031701310369;-0.00761416458028591;-0.0001349999999977656;-0.00034999999908790115;0.0;0.0;0.00163846481168;0.0;0.003821579992332;0.02575698111461;0.0;0.0;0.0;0.0;0.0
118.0;2.959249381652985;-0.00761416458028591;-0.00013499999999776592;-0.00034999999908790115;0.0;0.0;0.0006276656387200001;0.0;0.00345626999136;0.0275003341357;0.0;0.0;0.0;0.0;0.0
119.0;2.8747584243232995;-0.00761416458028591;-0.00013499999999776673;-0.00034999999908790115;0.0;0.0;0.0006098455594;0.0;0.00303507000306;0.0274274319191;0.0;0.0;0.0;0.0;0.0
120.0;2.689037414614342;-0.00761416458028591;-0.0001349999999977685;-0.00034999999908790115;0.0;0.0;0.00058212525128;0.0;0.003073140006768;0.02587938488923;0.0;0.0;0.0;0.0;0.0
121.0;2.801739834344276;-0.009062214430909113;-0.00013499999999725973;-0.0003499999988039049;0.0;0.0;0.00052470470012;0.0;0.001044899999568;0.01814185014561;0.0;0.0;0.0;0.0;0.0
122.0;2.779753298484507;-0.009062214430909113;-0.00013499999999726;-0.0003499999988039049;0.0;0.0;0.00040887368576000003;0.0;0.0011210399942760002;0.018007746206570002;0.0;0.0;0.0;0.0;0.0
123.0;2.764964221056915;-0.009062214430909113;-0.0001349999999972602;-0.0003499999988039049;0.0;0.0;0.00032274291444000006;0.0;0.001138860003312;0.01688541198214;0.0;0.0;0.0;0.0;0.0
124.0;2.7484962283110734;-0.009062214430909113;-0.00013499999999726036;-0.0003499999988039049;0.0;0.0;0.00032670289512;0.0;0.001065150006948;0.016420097897310002;0.0;0.0;0.0;0.0;0.0
125.0;2.7970961888213823;-0.009062214430909113;-0.00013499999999725982;-0.0003499999988039049;0.0;0.0;0.00038808342695999997;0.0;0.001079729997012;0.015389566751150002;0.0;0.0;0.0;0.0;0.0
126.0;2.9139973333541604;-0.009062214430909113;-0.00013499999999725846;-0.0003499999988039049;0.0;0.0;0.00160876456864;0.0;0.001067579992584;0.014026925433870002;0.0;0.0;0.0;0.0;0.0
127.0;3.043117824836082;-0.009062214430909113;-0.00013499999999725697;-0.0003499999988039049;0.0;0.0;0.007511197849199999;0.0;0.0008124300012600001;0.01260488227994;0.0;0.0;0.0;0.0;0.0
128.0;3.109867585731705;-0.009062214430909113;-0.00013499999999725616;-0.0003499999988039049;0.0;0.0;0.01953287631752;0.0;0.0007257600052559999;0.0121881697278;0.0;0.0;0.0;0.0;0.0
129.0;3.1158345476781824;-0.009062214430909113;-0.00013499999999725605;-0.0003499999988039049;0.0;0.0;0.034240448952;0.0;0.000676349992332;0.011682354338250002;0.0;0.0;0.0;0.0;0.0
130.0;3.084856012641784;-0.009062214430909113;-0.0001349999999972564;-0.0003499999988039049;0.0;0.0;0.04575425288748;0.0;0.000600210010332;0.012189069588259998;0.0;0.0;0.0;0.0;0.0
131.0;3.1019823293328277;-0.009062214430909113;-0.0001349999999972562;-0.0003499999988039049;0.0;0.0;0.052829846544;0.0;0.00045440999532;0.012493278809280002;0.0;0.0;0.0;0.0;0.0
132.0;3.118567022211259;-0.009062214430909113;-0.000134999999997256;-0.0003499999988039049;0.0;0.0;0.055878084096439996;0.0;0.00037098000558000003;0.013335704496600001;0.0;0.0;0.0;0.0;0.0
133.0;3.108382440919744;-0.009062214430909113;-0.0001349999999972561;-0.0003499999988039049;0.0;0.0;0.05624933746696;0.0;0.00027945000018;0.01482434968982;0.0;0.0;0.0;0.0;0.0
134.0;3.0855612171575943;-0.009062214430909113;-0.00013499999999725637;-0.0003499999988039049;0.0;0.0;0.05571968276328001;0.0;0.00025110000255600004;0.01631749484482;0.0;0.0;0.0;0.0;0.0
135.0;3.0661297046190468;-0.009062214430909113;-0.00013499999999725662;-0.0003499999988039049;0.0;0.0;0.05147353437372;0.0;0.000310229996148;0.017711637048650003;0.0;0.0;0.0;0.0;0.0
136.0;3.087627541317203;-0.009062214430909113;-0.00013499999999725637;-0.0003499999988039049;0.0;0.0;0.04434943026112001;0.0;0.000328860000396;0.01761083421169;0.0;0.0;0.0;0.0;0.0
137.0;3.1373806030221134;-0.009062214430909113;-0.0001349999999972558;-0.0003499999988039049;0.0;0.0;0.0333029104746;0.0;0.000315900000756;0.01767383614966;0.0;0.0;0.0;0.0;0.0
138.0;3.176777038080873;-0.009062214430909113;-0.00013499999999725537;-0.0003499999988039049;0.0;0.0;0.022231640670280002;0.0;0.000323189995788;0.01763063460408;0.0;0.0;0.0;0.0;0.0
139.0;3.1974343656145545;-0.009062214430909113;-0.00013499999999725515;-0.0003499999988039049;0.0;0.0;0.011138590473440001;0.0;0.00030861000572400006;0.01720762187463;0.0;0.0;0.0;0.0;0.0
140.0;3.1955363341234455;-0.009062214430909113;-0.0001349999999972552;-0.0003499999988039049;0.0;0.0;0.00361947266288;0.0;0.000245430010656;0.016907912780260003;0.0;0.0;0.0;0.0;0.0
141.0;3.1812284352701576;-0.009062214430909113;-0.00013499999999725537;-0.0003499999988039049;0.0;0.0;0.00098208884196;0.0;0.000264060002196;0.01827055409754;0.0;0.0;0.0;0.0;0.0
142.0;3.1370750473309967;-0.009062214430909113;-0.00013499999999725589;-0.0003499999988039049;0.0;0.0;0.0006801360754800001;0.0;0.000275399998704;0.018812370500290002;0.0;0.0;0.0;0.0;0.0
143.0;3.04924964646188;-0.009062214430909113;-0.00013499999999725686;-0.0003499999988039049;0.0;0.0;0.00065736588176;0.0;0.00023571000457200004;0.01872236780242;0.0;0.0;0.0;0.0;0.0
144.0;2.934428562433096;-0.009062214430909113;-0.00013499999999725822;-0.0003499999988039049;0.0;0.0;0.00065637596972;0.0;0.000210600000504;0.01882227077892;0.0;0.0;0.0;0.0;0.0
145.0;2.7937061018075524;-0.007910343335674854;-0.00013499999999766642;-0.00034999999903332913;0.0;0.0;0.0002059218772;0.0;0.009421109997228002;0.05003701736529;0.0;0.0;0.0;0.0;0.0
146.0;2.7703550982896847;-0.007910343335674854;-0.00013499999999766666;-0.00034999999903332913;0.0;0.0;0.00010395096148;0.0;0.009307709994024;0.04906408784025001;0.0;0.0;0.0;0.0;0.0
147.0;2.7406783586842387;-0.007910343335674854;-0.0001349999999976669;-0.00034999999903332913;0.0;0.0;5.148052472e-5;0.0;0.008809560003096002;0.04925399384436;0.0;0.0;0.0;0.0;0.0
148.0;2.7501032279078435;-0.007910343335674854;-0.00013499999999766683;-0.00034999999903332913;0.0;0.0;5.049050184e-5;0.0;0.008263619989668;0.048919183597250004;0.0;0.0;0.0;0.0;0.0
149.0;2.8535164529450103;-0.007910343335674854;-0.0001349999999976658;-0.00034999999903332913;0.0;0.0;5.148052472e-5;0.0;0.007482780005004;0.04895878471177;0.0;0.0;0.0;0.0;0.0
150.0;3.101007672124461;-0.007910343335674854;-0.00013499999999766338;-0.00034999999903332913;0.0;0.0;0.00012276117452000003;0.0;0.0060255900025919995;0.049032587118570004;0.0;0.0;0.0;0.0;0.0
151.0;3.280249602453317;-0.007910343335674854;-0.00013499999999766162;-0.00034999999903332913;0.0;0.0;0.00116425050256;0.0;0.005957549998128;0.047438638632;0.0;0.0;0.0;0.0;0.0
152.0;3.3403595942070834;-0.007910343335674854;-0.000134999999997661;-0.00034999999903332913;0.0;0.0;0.0080953030354;0.0;0.006717329992908001;0.04565478463593;0.0;0.0;0.0;0.0;0.0
153.0;3.33664460658758;-0.007910343335674854;-0.000134999999997661;-0.00034999999903332913;0.0;0.0;0.023812684819960003;0.0;0.006824249996292;0.04147325772003001;0.0;0.0;0.0;0.0;0.0
154.0;3.2572457505774883;-0.007910343335674854;-0.00013499999999766178;-0.00034999999903332913;0.0;0.0;0.0408705386304;0.0;0.00703079999532;0.039774006104980004;0.0;0.0;0.0;0.0;0.0
155.0;3.2325444895012723;-0.007910343335674854;-0.00013499999999766203;-0.00034999999903332913;0.0;0.0;0.051667576198039994;0.0;0.006698700001368;0.03868407328704;0.0;0.0;0.0;0.0;0.0
156.0;3.1888795963848326;-0.007910343335674854;-0.00013499999999766243;-0.00034999999903332913;0.0;0.0;0.05661564072308;0.0;0.00659582999946;0.040684833882250006;0.0;0.0;0.0;0.0;0.0
157.0;3.1307373693918406;-0.007910343335674854;-0.000134999999997663;-0.00034999999903332913;0.0;0.0;0.05656317028632001;0.0;0.008018190004428;0.04002241375554;0.0;0.0;0.0;0.0;0.0
158.0;3.145213492081992;-0.007910343335674854;-0.00013499999999766287;-0.00034999999903332913;0.0;0.0;0.05403567745332;0.0;0.008782829995896;0.04108174587713;0.0;0.0;0.0;0.0;0.0
159.0;3.203555682937899;-0.007910343335674854;-0.0001349999999976623;-0.00034999999903332913;0.0;0.0;0.04836589644604;0.0;0.009033929998452001;0.03897568198857;0.0;0.0;0.0;0.0;0.0
160.0;3.2651357002942327;-0.007910343335674854;-0.0001349999999976617;-0.00034999999903332913;0.0;0.0;0.038255925114039996;0.0;0.009036359996796;0.03718642767565;0.0;0.0;0.0;0.0;0.0
161.0;3.359240676585788;-0.007910343335674854;-0.0001349999999976608;-0.00034999999903332913;0.0;0.0;0.023685963775600002;0.0;0.008935110010728;0.034990361089220004;0.0;0.0;0.0;0.0;0.0
162.0;3.411052603750575;-0.007910343335674854;-0.00013499999999766032;-0.00034999999903332913;0.0;0.0;0.00971495763404;0.0;0.009594450001944001;0.03196536936029;0.0;0.0;0.0;0.0;0.0
163.0;3.4735478484439017;-0.007910343335674854;-0.00013499999999765972;-0.00034999999903332913;0.0;0.0;0.0020899088162399998;0.0;0.009749970010332;0.03261338908172;0.0;0.0;0.0;0.0;0.0
